cluster_id,text,post_id,num_posts
post_cluster_3244,the coronavirus is ruining my senior year,"['fl2w8f', 'fkh3lf']",2
post_cluster_3245,I've got a crush on my coworker,"['fl2clt', 'cikm9r']",2
post_cluster_3246,Please tell me I’m not the only one...,"['fkv16r', '7kk6h1']",2
post_cluster_3247,My feelings hurt,"['fkgr7j', '94mopq']",2
post_cluster_3248,"What did you do today, tell me everything!","['fkehls', '7y7qcc']",2
post_cluster_3249,I love staying up really late - Anyone else?,"['fji35s', '841ec7']",2
post_cluster_3250,Getting into reading help,"['fjgm7p', 'aykvd2']",2
post_cluster_3251,I work in a large office.,"['fjbbn6', 'eyr253']",2
post_cluster_3252,Just found my first white hair in my head,"['fj7uhw', '5xc7y3']",2
post_cluster_3253,Maybe tell silly jokes?,"['fiv0zl', 'fivkgg']",2
post_cluster_3254,I wish I had time machine,"['fir5no', '6snlpz']",2
post_cluster_3255,Gonna see this Tinder girl tomorrow,"['finqc6', '6pv2tt']",2
post_cluster_3256,I miss the feeling of crushing on someone,"['fiijez', '7wv0hc']",2
post_cluster_3257,Can someone tell me if I’m crazy,"['fiaj8i', '5ukf9k']",2
post_cluster_3258,Which direction do you face when showering?,"['fia8qi', '6lk1xp']",2
post_cluster_3259,I like shitty beer,"['fi9ch3', 'abd9m2']",2
post_cluster_3260,so i just pet my dog,"['fhzt0q', '8leqew']",2
post_cluster_3261,Making a midnight grilled cheese snack,"['fhu8q6', '6v1dct']",2
post_cluster_3262,Just rickrolled my brother,"['fhqdjy', '8igqch']",2
post_cluster_3263,My University is closing due to coronavirus concerns,"['fhb4oj', 'fgdwcf']",2
post_cluster_3264,Everything sucks,"['fh5bvw', 'c9odh5']",2
post_cluster_3265,Who else feels young at heart?,"['fgokwn', 'hs2t8d']",2
post_cluster_3266,I started dating someone.,"['fgnkww', '8mcsj0']",2
post_cluster_3267,Making my first ever Cake Day post...,"['fgngtp', 'bawfty']",2
post_cluster_3268,I can feel myself falling in love,"['fglux3', 'ey0yxk']",2
post_cluster_3269,Update: I GOT THE POSITION!!,"['fgjjpe', 'b7j53y']",2
post_cluster_3270,how to cry?,"['fgbuej', '81pux9']",2
post_cluster_3271,I tried swiming laps today!,"['fg7kno', '8a8vjy']",2
post_cluster_3272,I enjoy hanging out by myself too much.,"['ffxane', '7tyowo']",2
post_cluster_3273,Mangled my hand at work today.,"['ffa8f5', '98ks9z']",2
post_cluster_3274,I don't know if I am gay or not,"['ff7e4p', 'f67q4y']",2
post_cluster_3275,I don’t know what to do about this girl,"['feqv8g', 'd7hfjz']",2
post_cluster_3276,Have you got some plans for this summer?,"['fejwiw', '5ts4of']",2
post_cluster_3277,Let's talk about the greatest sports videogames ever.,"['fe5oxp', 'bfop15']",2
post_cluster_3278,It hurts to get blocked,"['fe2as8', 'edbhof']",2
post_cluster_3279,I want one.,"['fe23gb', '6qk279']",2
post_cluster_3280,I ate a doughnut,"['fe0d5v', '7yhbph']",2
post_cluster_3281,What has life brought to you this week?,"['dimds4', 'fdiibd']",2
post_cluster_3282,My dad made me cry,"['fdfzaq', '6jmdi7']",2
post_cluster_3283,How to make someone feel special ?,"['fdfw4y', '8pmzil']",2
post_cluster_3284,I love this sub,"['fdc8x6', '7wsxwc']",2
post_cluster_3285,My baby tooth finally fell off at work today.,"['fd4vz2', '6sblfj']",2
post_cluster_3286,I need something new to watch on Netflix.,"['fcwsdv', '8kyzg9']",2
post_cluster_3287,"Looking for a distraction, chat about anything!","['fcuf8n', 'a713ot']",2
post_cluster_3288,I quit smoking weed cold turkey today.,"['fcswec', 'i21ws3']",2
post_cluster_3289,Should I go?,"['fcp570', '8de1ma']",2
post_cluster_3290,Anyone else got something like this?,"['fc2muy', '932fuk']",2
post_cluster_3291,Im in the worst time if my life,"['fbwo8a', 'd1ppe9']",2
post_cluster_3292,I pet a shark today,"['fbjrly', 'hit:965_conv:1930_uttr:1']",2
post_cluster_3293,Could use some company while waiting this out,"['fb8vz5', '7z6m8m']",2
post_cluster_3294,Go to bed,"['fb6dgc', '6rizf0']",2
post_cluster_3295,I relapsed tonight,"['fb69fs', '8p8ylp']",2
post_cluster_3296,I miss just casual conversation.,"['fb64bh', '85nc88']",2
post_cluster_3297,It’s finally the weekend,"['fb5zlp', 'd3tgja']",2
post_cluster_3298,Today I saved a house from burning,"['faweo1', 'b6qwpj']",2
post_cluster_3299,What shall I use my free time for?,"['fawcuy', '5rih8n']",2
post_cluster_3300,Why do you love the color yellow?,"['fatow3', '9keod6']",2
post_cluster_3301,I just started watching Hells Kitchen,"['fat8ht', 'aiviil']",2
post_cluster_3302,Moving country on Tuesday,"['faibgo', 'd45t7m']",2
post_cluster_3303,I have turned everything around.,"['f9e00l', 'fagrhy']",2
post_cluster_3304,Has anyone faced constant rejection in life?,"['fagofa', '7irhho']",2
post_cluster_3305,My next door neighbor checked up on me,"['fa7hv1', 'd3j27q']",2
post_cluster_3306,I feel like rejected and not worthy.,"['fa67tv', 'de7tep']",2
post_cluster_3307,I’m trying something new,"['fa10ls', '83pkfo']",2
post_cluster_3308,Music really makes my mood,"['f9rc5n', '94xa3c']",2
post_cluster_3309,Should I just find another group to eat with?,"['f9o23b', 'f960kv']",2
post_cluster_3310,Should I quit track?,"['ek4y8u', 'f9n453']",2
post_cluster_3311,How can I make work go by faster?,"['f9gova', 'c6foc9']",2
post_cluster_3312,My teeth hurt,"['f9feha', '6pxexd']",2
post_cluster_3313,Wanting opinions on something,"['f9duux', '75pt7h']",2
post_cluster_3314,Everything is going to be okay!,"['f9cak9', '5r7uq1']",2
post_cluster_3315,I think I've been screaming in my sleep,"['f94cxu', '88oieh']",2
post_cluster_3316,I’m single after two years,"['f93snp', '75r1kt']",2
post_cluster_3317,my boyfriend said he loved me,"['f8vmj8', '7tdjiy']",2
post_cluster_3318,I ordered a new roomba,"['f8shyv', 'ak76ru']",2
post_cluster_3319,I wish I had an English accent,"['f8lbas', '9sbsz4']",2
post_cluster_3320,I feel like I wanna cry right now,"['f8kqew', '6gh2fa']",2
post_cluster_3321,How do I survive going homeless?,"['f8kmnq', '8hod3w']",2
post_cluster_3322,How do I declare my love to a friend?,"['f8kl79', '5ty0a6']",2
post_cluster_3323,I’m going to propose,"['f89wb7', '6q9rjr']",2
post_cluster_3324,Feeling incredibly blessed,"['f7yhzv', '8cqonu']",2
post_cluster_3325,Anyone else doing chores this morning?,"['f7xgj2', '78b1ql']",2
post_cluster_3326,How do you all cut your avocados?,"['f7x9kp', 'cv4sbp']",2
post_cluster_3327,What makes you feel hopeful about this world?,"['f7wv3c', 'jhzogs']",2
post_cluster_3328,So I think I might be Bi.,"['f7p592', '85h0lk']",2
post_cluster_3329,My ex messaged me today,"['f7mtot', '7dbjc4']",2
post_cluster_3330,Need a boost,"['f7evm9', '70xzmw']",2
post_cluster_3331,I think I'm actually going to be okay.,"['f78mhd', 'c9cpcb']",2
post_cluster_3332,I managed to completely turn around a rough day!,"['f75fje', '6wh1rw']",2
post_cluster_3333,Everything makes me sad and I don't know why,"['f6u5l8', 'eyy25q']",2
post_cluster_3334,Just found out my partner is pregnant again,"['f6snq0', 'hit:9697_conv:19394_uttr:1']",2
post_cluster_3335,I hate math so much.,"['f6fkrq', 'a05xnv']",2
post_cluster_3336,What sounds better to you?,"['f6ekkh', 'dlm4in']",2
post_cluster_3337,I'm going to a new school tommorrow,"['f6b0xk', 'hit:5287_conv:10574_uttr:1']",2
post_cluster_3338,You never know what a smile can do,"['f61mmb', 'dcwtlf']",2
post_cluster_3339,Tell me about something you think is super cool.,"['f60s3o', '8c2ycq']",2
post_cluster_3340,Joining the army,"['f60plp', 'hit:4650_conv:9301_uttr:1']",2
post_cluster_3341,I lost my ability to have a conversation,"['f601rk', '8x5dg4']",2
post_cluster_3342,Should I use dating sites?,"['f5zm1b', '8b5ab7']",2
post_cluster_3343,I want to do more,"['f5nkqn', '64mke7']",2
post_cluster_3344,Have you forget your age?,"['f5n9jj', '73abrc']",2
post_cluster_3345,How do you tell someone their apartment smells?,"['f5kmwp', 'd4n0ge']",2
post_cluster_3346,Does anyone ever just feel selfish?,"['f5co6w', 'a9pat4']",2
post_cluster_3347,Anybody else noticed similar trends?,"['f5bbgk', '9pdwkd']",2
post_cluster_3348,Let's talk cats,"['f5701u', 'dl69ww']",2
post_cluster_3349,Kind of want to talk about it.,"['f54bb2', '7jke2x']",2
post_cluster_3350,What games do you guys use to chill to,"['f4yxcz', 'hmxper']",2
post_cluster_3351,I haven't spoken to anyone all day,"['f4wtzo', '8wptnb']",2
post_cluster_3352,How do I deal with disappointment?,"['f4pz3w', '8l2khb']",2
post_cluster_3353,Who loves drawing and what is your favourite style?,"['f4cmb9', 'dkrwdi']",2
post_cluster_3354,Anyone else receive very few text messages from friends?,"['f45g4y', '7whlek']",2
post_cluster_3355,How would you treat yo' self?,"['f3tf70', '7zc0pg']",2
post_cluster_3356,I’m bullied every single day at my school,"['f3n7nv', 'beg3b2']",2
post_cluster_3357,Taking myself out on a date tomorrow.,"['f3n1xy', 'eu3bjx']",2
post_cluster_3358,& Hyper-inflation has made college degrees worthless.,"['f3ln6f', 'f3lqhi']",2
post_cluster_3359,Excited about life!,"['f3idkt', 'eyvngg']",2
post_cluster_3360,Kind stranger just paid for my lunch,"['f3gzy2', 'buh8sz']",2
post_cluster_3361,Anyone else hate their first name?,"['f3e02e', '8q3oal']",2
post_cluster_3362,Just cannot face work today,"['f3cqr6', 'f36w94']",2
post_cluster_3363,I forgot to wear a belt today,"['f3bh2h', '9emrq3']",2
post_cluster_3364,Should i check on a therapist?,"['f3bbhm', '7sjb08']",2
post_cluster_3365,Should I break up with my girlfriend?,"['f363dp', '6wcd8e']",2
post_cluster_3366,I lost my Airpods case on the train this morning,"['f2pi2r', 'cy4cwo']",2
post_cluster_3367,I'm feeling good about myself rn.,"['f2p5kf', 'dc0mi1']",2
post_cluster_3368,Just got into a fight.,"['f288x4', '6uaeec']",2
post_cluster_3369,I deleted Instagram and I’m noticeably happier!,"['f2835a', 'ed086f']",2
post_cluster_3370,I was just hit by a car,"['f24xz4', 'iwljme']",2
post_cluster_3371,I hate the American healthcare system so much.,"['f1xx8a', 'ejp4z2']",2
post_cluster_3372,Tell me about your first love.,"['f1lzii', 'elsl6g']",2
post_cluster_3373,Why do people drink bottled water?,"['f143tn', '8q4r4b']",2
post_cluster_3374,I am finally escaping depression,"['f142g9', 'bgbo2k']",2
post_cluster_3375,Help me help you,"['f0p8x2', '6un8k7']",2
post_cluster_3376,I can feel my mental health deteriorating,"['f0nca2', 'cwsnb9']",2
post_cluster_3377,I feel abnormally lonely and depressed on Friday nights.,"['f0kzed', 'cckcr5']",2
post_cluster_3378,"Yeah, you read that right.","['f0dtpx', 'bxj4zj']",2
post_cluster_3379,Read this.,"['f01e66', 'cfufof']",2
post_cluster_3380,I'm starting a diary,"['ezxcx0', 'acdumi']",2
post_cluster_3381,I wrote down my feelings today,"['ezosc4', '7fj8qu']",2
post_cluster_3382,I feel like I'm picking up too many hobbies,"['ezg523', 'er4rx4']",2
post_cluster_3383,I think that's really cool.,"['ezck18', '6fvqkr']",2
post_cluster_3384,Reality absolutely sucks.,"['ez8xxm', 'eno0fq']",2
post_cluster_3385,What simple words do you all constantly misspell?,"['ez42yo', 'e08y7y']",2
post_cluster_3386,I've recently begun exercising to improve my health.,"['ez3gft', '8rs9mf']",2
post_cluster_3387,My husband made me dinner.,"['ez2wof', 'hit:9712_conv:19425_uttr:1']",2
post_cluster_3388,I’m finally living alone,"['eyushs', '72avc2']",2
post_cluster_3389,I work at a coffee shop.,"['eyi70l', '6xbzlc']",2
post_cluster_3390,I havnt felt so lonely in a long time,"['ey5aef', '5v6tdw']",2
post_cluster_3391,How to end a good relationship,"['ey49v1', 'de4tw1']",2
post_cluster_3392,Losing yourself in a relationship,"['exv7ff', '7v6us9']",2
post_cluster_3393,I’m pregnant!,"['expdq2', 'do5r0g']",2
post_cluster_3394,How do I start going vegetarian?,"['exi8eo', '8tnlzw']",2
post_cluster_3395,Anyone else taking down Christmas decorations this late?,"['ex9h4v', 'eg8ekb']",2
post_cluster_3396,I overcame my social anxiety.,"['ex8icw', '6uen9i']",2
post_cluster_3397,I’ve realized just how addicted to cigarettes I am,"['ex5e8n', 'd3ciao']",2
post_cluster_3398,What does OP stand for?,"['ex2kjl', 'ccca27']",2
post_cluster_3399,Im going to be a doctor!,"['ex0k2o', 'a9x4tb']",2
post_cluster_3400,So I got a pretty bad flu.,"['ewxtkh', '76xoo5']",2
post_cluster_3401,Being Introverted,"['ewtr5p', 'd4cil0']",2
post_cluster_3402,Why do I look so weird,"['ewqhhz', '8e3hq3']",2
post_cluster_3403,I gave my first professional presentation today!,"['ewg557', 'aqbox6']",2
post_cluster_3404,Boredom kills.,"['ewdg64', '7wb283']",2
post_cluster_3405,Waking up on the wrong side of the bed ..,"['ew5ncz', 'b9cd96']",2
post_cluster_3406,How do you think you will die?,"['evywpw', 'bn9z6j']",2
post_cluster_3407,I fall in love with strangers,"['evyrm9', '8bridi']",2
post_cluster_3408,I wish I could explore abandoned places,"['evymnt', '6thswa']",2
post_cluster_3409,I’m doing better actually..,"['evomnc', '74vk7w']",2
post_cluster_3410,I really regret going to college,"['evjxrd', 'a2hjyj']",2
post_cluster_3411,Accepted to Grad School,"['evdnfc', 'eq1w2o']",2
post_cluster_3412,How’s your education or job going?,"['evd5bg', '95tp64']",2
post_cluster_3413,Small gestures can really make someone's day!,"['ev3xto', '99umks']",2
post_cluster_3414,What first drink do you recommend?,"['ev2pho', '7u9rjf']",2
post_cluster_3415,I want to learn French,"['euz9zm', '5u6udj']",2
post_cluster_3416,I asked a girl out to hangout with me!,"['euq780', '97yg0f']",2
post_cluster_3417,Should I just give up my phone?,"['eud13c', 'dleafz']",2
post_cluster_3418,What would you like to work?,"['eu7r5l', 'biteb4']",2
post_cluster_3419,Need a Buddy,"['eu3hcg', '8bc695']",2
post_cluster_3420,Thinking about moving,"['eu0ner', '7azre7']",2
post_cluster_3421,I can't stop over-analyzing everything...,"['etjo2s', 'd6p6oe']",2
post_cluster_3422,I like my best friends sister.,"['et60dk', 'eti7rg']",2
post_cluster_3423,Fixing a friendship.,"['et4tkc', '5mjkjf']",2
post_cluster_3424,Take care of your teeth.,"['et1pnb', '9ta2wz']",2
post_cluster_3425,I’m homesick,"['858acp', 'eszbbv']",2
post_cluster_3426,Does pineapple belong on pizza?,"['eshi6w', '679yja']",2
post_cluster_3427,How to stop giving a fuck,"['es43ya', '7ypyga']",2
post_cluster_3428,I dunno how to feel about my birthday these days,"['es1pnt', '9eva9d']",2
post_cluster_3429,I bought some plants.,"['ersjkh', '8odlqc']",2
post_cluster_3430,Just bought a Ninja blender,"['erozhi', '8nwub2']",2
post_cluster_3431,"New school, I’m nervous af","['erigvx', 'c0vhva']",2
post_cluster_3432,I like taking myself out sometimes,"['er6d4d', 'cc3el7']",2
post_cluster_3433,I am finally starting to dress myself,"['eqzlr8', 'almd7i']",2
post_cluster_3434,Damn I love toast,"['eq5gz0', '6t4l3v']",2
post_cluster_3435,Please distract me with something positive!,"['epcf1d', '8uldaz']",2
post_cluster_3436,I don't know what to do anymore,"['ep5smf', 'dvjnrl']",2
post_cluster_3437,I'm sitting in a waiting room,"['ep2q94', '6yrfe2']",2
post_cluster_3438,I’m loving my classes this semester,"['eotgcf', '5sw6xy']",2
post_cluster_3439,Does anyone write in cursive anymore?,"['eo9cdi', '8oo7na']",2
post_cluster_3440,I’m having a hard time being single.,"['enw70u', 'hit:1241_conv:2482_uttr:1']",2
post_cluster_3441,My relationship is falling apart.,"['enbchk', '6bmusn']",2
post_cluster_3442,Brussels sprouts are fucking delicious,"['en315d', 'e8uffo']",2
post_cluster_3443,Anybody else never really fell in love?,"['en0ouv', 'bxj81w']",2
post_cluster_3444,My boyfriend doesn't want kids,"['emqsaa', '9xhgtv']",2
post_cluster_3445,I got blue-light filtering glasses for Christmas.,"['emh5eb', 'bjj73u']",2
post_cluster_3446,Feel sick today :(,"['em0xzq', '8fs671']",2
post_cluster_3447,Looking for stuff to do,"['elov66', 'bdgrok']",2
post_cluster_3448,I discovered I hate ranch.,"['elfdr3', 'a0cowu']",2
post_cluster_3449,All genres welcome.,"['elctbw', '947jug']",2
post_cluster_3450,Im having a hard time driving in the snow,"['ekv9ua', '7s1ov4']",2
post_cluster_3451,Finally feel like a responsible adult,"['ekglhm', 'mhlsf3']",2
post_cluster_3452,what shows made you feel this way ?,"['ek7xcq', '66umtz']",2
post_cluster_3453,I Leveled Up!,"['ek6zc3', 'ed75ja']",2
post_cluster_3454,How do you personally listen to music?,"['ejzpml', '6q87of']",2
post_cluster_3455,Choosing loneliness?,"['ej6jnk', '5w7xfy']",2
post_cluster_3456,I don't like Instagram at all,"['ej247p', '7g3tbi']",2
post_cluster_3457,What are you looking forward to in 2020?,"['ej1pk8', '5ufmub']",2
post_cluster_3458,I've recently begun to accept my sexuality,"['ej0aj8', 'e31der']",2
post_cluster_3459,Tell me how you feel about this new year?,"['eifrwx', '7pfseh']",2
post_cluster_3460,I need a new year more than anything,"['eifmlh', '5lczfr']",2
post_cluster_3461,Sleeping in my car tonight.,"['eifh5o', '972car']",2
post_cluster_3462,Keep being awesome everyone :),"['ei32my', 'bv1y3v']",2
post_cluster_3463,My cat fell asleep next to me!,"['ehhvm1', '5lhecw']",2
post_cluster_3464,We won first place at our science fair today!,"['eh8was', 'hit:1730_conv:3460_uttr:1']",2
post_cluster_3465,Quitting drinking,"['eh8bgc', 'ch3e7u']",2
post_cluster_3466,I remember my own birth,"['eh4oyu', 'hit:1863_conv:3727_uttr:1']",2
post_cluster_3467,How do people kiss ?,"['eh4ka7', 'e8jqlf']",2
post_cluster_3468,I miss Yik Yak,"['egzepj', '81uhzb']",2
post_cluster_3469,I start next week.,"['egth8h', '6vmo78']",2
post_cluster_3470,I’m missing my old home,"['egridb', 'hit:6265_conv:12531_uttr:1']",2
post_cluster_3471,I could use some entertainment.,"['egqlrv', 'd50eah']",2
post_cluster_3472,I started crying.,"['eg2e6d', '6vzm94']",2
post_cluster_3473,Hope everyone had a great Christmas.,"['efryaa', 'ebwslv']",2
post_cluster_3474,I love her.,"['7a3yif', 'efjxyb']",2
post_cluster_3475,Literally just found out narwhals are real.,"['ef8m3v', 'buyg2n']",2
post_cluster_3476,Meeting my girlfriends family,"['eey8lc', '7gxzpw']",2
post_cluster_3477,I just properly used chopsticks for the first time!,"['ees38l', '70jybq']",2
post_cluster_3478,A simple thing made my day,"['eeb4k2', '7e40yv']",2
post_cluster_3479,I need your opinion on moving out,"['edbpjr', 'f7nk1k']",2
post_cluster_3480,I AM deathly afraid of heights.,"['ecvcys', '7rmyqm']",2
post_cluster_3481,I like to pay the bills of my friends.,"['ecifob', 'hit:10544_conv:21089_uttr:1']",2
post_cluster_3482,Finally meeting my girlfriend tomorrow,"['ebn8m0', 'cy9cgw']",2
post_cluster_3483,17f - I went Hitchhiking this Summer!,"['ebllk1', 'ebl9iy']",2
post_cluster_3484,Why do people consider Die Hard a Christmas movie?,"['eb0a6o', 'e72j2f']",2
post_cluster_3485,I think the girl I like might like me,"['eaz6ji', 'gwz6ly']",2
