id,summarized,text,length
hit:9088_conv:18177_uttr:2,1,yea?,2
hit:9089_conv:18178_uttr:2,1,It's like having a fat doctor give you diet advice.,12
hit:9090_conv:18180_uttr:2,0,Yeah it's been crazy hot lately.,8
hit:9090_conv:18181_uttr:2,0,It's always fun to remember the fun times from college with a friend.,15
hit:9091_conv:18182_uttr:2,1,What do you have planned?,6
hit:9091_conv:18183_uttr:2,0,im sure you will be fine,7
hit:9094_conv:18188_uttr:2,1,90s music was great.,5
hit:9094_conv:18189_uttr:2,0,Were they lottery and scratch off tickets?,8
hit:9097_conv:18195_uttr:2,0,I'm so sorry for your loss.,8
hit:9098_conv:18196_uttr:2,0,wow how do you do it?,7
hit:9099_conv:18198_uttr:2,1,Sounds like a lot of fun!,7
hit:9101_conv:18202_uttr:2,0,Why?,2
hit:9101_conv:18203_uttr:2,0,"That is so cool, what was the project?",10
hit:9102_conv:18205_uttr:2,0,How did you do that?,6
hit:9104_conv:18208_uttr:2,0,yea thats true,4
hit:9105_conv:18210_uttr:2,1,How did you know what that meant?,8
hit:9105_conv:18211_uttr:2,0,"That sounds awesome, were are you going if you don't mind?",14
hit:9106_conv:18212_uttr:2,1,How far along are you?,6
hit:9108_conv:18217_uttr:2,1,That would be awesome.,5
hit:9111_conv:18223_uttr:2,0,"That's awesome, she sounds multi faceted.",9
hit:9114_conv:18228_uttr:2,1,"Wow, that's a huge step.",8
hit:9115_conv:18230_uttr:2,1,Did you overdraw your account?,6
hit:9115_conv:18231_uttr:2,0,"Well, you definitely deserve it then!",8
hit:9116_conv:18232_uttr:2,0,You sound like a very good friend!,8
hit:9116_conv:18233_uttr:2,0,"I love ice cream cake, did you enjoy it?",11
hit:9117_conv:18234_uttr:2,1,"I know what you mean, no one can get to you like your mom.",16
hit:9117_conv:18235_uttr:2,1,Oh damn.,3
hit:9119_conv:18238_uttr:2,0,I guess its an insect?,6
hit:9122_conv:18244_uttr:2,0,How much is the jackpot?,6
hit:9123_conv:18247_uttr:2,1,Yikes.,2
hit:9124_conv:18248_uttr:2,0,where were you all going to go ?,8
hit:9125_conv:18250_uttr:2,0,Why are you surprised she asked you out?,9
hit:9126_conv:18253_uttr:2,0,Why did they cancel,4
hit:9127_conv:18254_uttr:2,1,"It is all going to be well worth it in the long run, keep going ghost rider!",19
hit:9128_conv:18256_uttr:2,1,I bet you've got a super secret ingredient that makes it stand out from the rest of the rabble.,21
hit:9129_conv:18258_uttr:2,0,what does she say ?,5
hit:9129_conv:18259_uttr:2,1,this sounds bad.,4
hit:9130_conv:18260_uttr:2,1,"Oh, sometimes you just have to accept weather changing your plans.",13
hit:9131_conv:18262_uttr:2,0,That sounds so good!,5
hit:9131_conv:18263_uttr:2,1,Wow!,2
hit:9132_conv:18264_uttr:2,0,Oh no what happened?,5
hit:9132_conv:18265_uttr:2,0,Why did you do that,5
hit:9133_conv:18267_uttr:2,0,What happened?,3
hit:9134_conv:18268_uttr:2,1,Oh damn.,3
hit:9134_conv:18269_uttr:2,0,Are you happy with that,5
hit:9136_conv:18272_uttr:2,0,"I know, I can't wait either!",9
hit:9136_conv:18273_uttr:2,0,I guess people are way more rude these days arent they,12
hit:9137_conv:18275_uttr:2,1,"Oh, that's got to feel rough.",9
hit:9138_conv:18276_uttr:2,1,That is great.,4
hit:9140_conv:18280_uttr:2,0,That must be annoying!,5
hit:9141_conv:18282_uttr:2,1,It looks good.,4
hit:9141_conv:18283_uttr:2,1,That sounds soooo good!,5
hit:9142_conv:18284_uttr:2,0,"Oh no, I hate when that happens",8
hit:9142_conv:18285_uttr:2,0,"I think it is, that might make you feel better",11
hit:9143_conv:18286_uttr:2,1,Was it a big lie?,6
hit:9144_conv:18289_uttr:2,1,Oh gross!,3
hit:9145_conv:18290_uttr:2,1,Is that a video game?,6
hit:9148_conv:18296_uttr:2,1,oh wow!,3
hit:9148_conv:18297_uttr:2,1,Is this your first?,5
hit:9150_conv:18301_uttr:2,0,Where did you go and what happened?,8
hit:9152_conv:18305_uttr:2,0,That's great.,4
hit:9153_conv:18306_uttr:2,1,That sounds like a neat tradition.,7
hit:9153_conv:18307_uttr:2,1,What kind of car did they get you?,9
hit:9156_conv:18312_uttr:2,1,"My family moved around a ton while I was in grade school, so I don't really have many long term friends.",24
hit:9157_conv:18314_uttr:2,1,That bad huh?,4
hit:9157_conv:18315_uttr:2,0,That can be a scary thing to see,8
hit:9158_conv:18316_uttr:2,1,That does sound lonely.,5
hit:9158_conv:18317_uttr:2,1,It happens to the best of us.,8
hit:9162_conv:18324_uttr:2,1,That's really sad.,5
hit:9162_conv:18325_uttr:2,1,It sounds like a big opportunity for you.,9
hit:9165_conv:18330_uttr:2,1,Is the rink nice?,5
hit:9165_conv:18331_uttr:2,1,Good luck!,3
hit:9166_conv:18332_uttr:2,0,"I love reminiscing like that, I hope they were all good memories!",14
hit:9166_conv:18333_uttr:2,1,That seems really nice actually.,6
hit:9167_conv:18335_uttr:2,1,Did you report it?,5
hit:9169_conv:18338_uttr:2,1,That's great.,4
hit:9170_conv:18340_uttr:2,0,Why does that bother you?,6
hit:9172_conv:18344_uttr:2,0,what does that mean?,5
hit:9172_conv:18345_uttr:2,0,oh how did you miss that?,7
hit:9173_conv:18346_uttr:2,1,Oh what happened?,4
hit:9174_conv:18349_uttr:2,1,Are you good at math?,6
hit:9179_conv:18358_uttr:2,0,Did he at least take you out to lunch with the winnings?,13
hit:9179_conv:18359_uttr:2,1,I cant imagine seeing one in real life.,10
hit:9180_conv:18360_uttr:2,1,That is rude and annoying.,6
hit:9181_conv:18362_uttr:2,1,Holy cow!,3
hit:9182_conv:18364_uttr:2,0,"I am sure that makes you feel bad, have you talked to them about how you feel?",19
hit:9184_conv:18368_uttr:2,1,Oh god.,3
hit:9184_conv:18369_uttr:2,1,Good timing.,3
hit:9185_conv:18371_uttr:2,1,Oh god.,3
hit:9186_conv:18372_uttr:2,1,That sounds exciting!,4
hit:9186_conv:18373_uttr:2,0,"Oh really, cat does like that?",8
hit:9187_conv:18375_uttr:2,1,Maybe you could toss me a few recipes for recently deceased goldfish?,13
hit:9191_conv:18383_uttr:2,1,I'm so sorry to hear that.,8
hit:9192_conv:18384_uttr:2,0,"Oh gross, did you spit it back out?",10
hit:9193_conv:18386_uttr:2,1,"Ugh, I hate that!",6
hit:9193_conv:18387_uttr:2,0,Thats going to take forever,6
hit:9194_conv:18388_uttr:2,1,have you been experiencing chronic pain?,7
hit:9194_conv:18389_uttr:2,1,Pets are great companions.,5
hit:9196_conv:18393_uttr:2,1,What car did you get?,6
hit:9197_conv:18395_uttr:2,1,Oh sounds exciting!,4
hit:9198_conv:18396_uttr:2,1,Was it for an event?,6
hit:9198_conv:18397_uttr:2,1,Ohh that's bad.,5
hit:9199_conv:18399_uttr:2,0,I am sure you had a really good reason right?,11
hit:9200_conv:18400_uttr:2,1,i think you need to find something else,8
hit:9200_conv:18401_uttr:2,1,That must've really upset you.,7
hit:9201_conv:18402_uttr:2,1,Nintendo or Atari or Sony?,6
hit:9201_conv:18403_uttr:2,0,thats nice of you to rely on a friend.,11
hit:9203_conv:18406_uttr:2,1,"In all fairness, no one really needs a good car.",12
hit:9203_conv:18407_uttr:2,0,did you say something,4
hit:9204_conv:18408_uttr:2,1,Do you feel prepared?,5
hit:9204_conv:18409_uttr:2,1,Love going out and swimming in the ocean.,9
hit:9205_conv:18410_uttr:2,0,Being alone or going bowling - or both?,9
hit:9206_conv:18413_uttr:2,0,did you try clear it?,6
hit:9207_conv:18414_uttr:2,1,What's the saddest movie you've ever watched?,10
hit:9208_conv:18417_uttr:2,0,"Me too, sometimes I still get scared to stare into mirrors in the dark",15
hit:9209_conv:18418_uttr:2,0,"Yikes, did it take long to clean it up?",11
hit:9209_conv:18419_uttr:2,1,I am sure you will present a stellar product.,10
hit:9210_conv:18421_uttr:2,1,Oh yeah?,3
hit:9211_conv:18422_uttr:2,1,That's too bad.,5
hit:9211_conv:18423_uttr:2,1,Thats gross.,4
hit:9212_conv:18424_uttr:2,1,Really?,2
hit:9213_conv:18426_uttr:2,0,Ah that must have been surprise for you,8
hit:9213_conv:18427_uttr:2,0,"I do feel bad for them as well, its tough to see",13
hit:9215_conv:18430_uttr:2,1,I hate it road authority do not clear dead animals from the roads asap,14
hit:9215_conv:18431_uttr:2,1,Nice!,2
hit:9216_conv:18432_uttr:2,1,OMG.,2
hit:9217_conv:18434_uttr:2,1,ah thats so sad.,6
hit:9217_conv:18435_uttr:2,0,Oh no I'm so sorry to hear that,9
hit:9220_conv:18441_uttr:2,1,I never thought kids could be that mean!,9
hit:9221_conv:18442_uttr:2,0,What kind of ladder was it,6
hit:9223_conv:18446_uttr:2,0,Why didn't you want to go anywhere?,9
hit:9223_conv:18447_uttr:2,0,"Yeah, what happened next?",6
hit:9224_conv:18449_uttr:2,1,That's terrible.,4
hit:9226_conv:18453_uttr:2,1,Did you get a letter from the IRS?,9
hit:9227_conv:18454_uttr:2,1,What a smelly situation.,5
hit:9228_conv:18456_uttr:2,1,That usually fades in a couple hours.,8
hit:9231_conv:18463_uttr:2,0,You must be happy for her!!,8
hit:9232_conv:18464_uttr:2,1,Why is she always in your biz?,8
hit:9234_conv:18469_uttr:2,1,Did you have a good time?,7
hit:9235_conv:18470_uttr:2,0,I hope you can get treated.,7
hit:9236_conv:18472_uttr:2,0,"Wow, did that bother your co-workers?",10
hit:9237_conv:18475_uttr:2,1,"Ah, I certainly know the feeling of bringing back old memories.",13
hit:9238_conv:18477_uttr:2,1,Awesome.,2
hit:9241_conv:18482_uttr:2,1,Credit card?,3
hit:9242_conv:18484_uttr:2,1,You may have to wash your car to get that smell out!,13
hit:9243_conv:18486_uttr:2,0,What did you do?,5
hit:9243_conv:18487_uttr:2,1,That's terrible!,4
hit:9244_conv:18489_uttr:2,1,Have you seen a doctor about it?,8
hit:9245_conv:18490_uttr:2,1,Did you eventually get the part?,7
hit:9246_conv:18492_uttr:2,1,Nice!,2
hit:9246_conv:18493_uttr:2,0,wow how much,3
hit:9248_conv:18497_uttr:2,1,You must have needed the rest.,7
hit:9253_conv:18507_uttr:2,1,I remember the good old days with those games you didn't need a monthly subscription to,17
hit:9254_conv:18509_uttr:2,0,That must be annoying.,5
hit:9257_conv:18514_uttr:2,0,I love boots fall is best for fashion,8
hit:9257_conv:18515_uttr:2,1,Is she still single?,5
hit:9258_conv:18516_uttr:2,0,"Yikes, that sounds horrifying",5
hit:9258_conv:18517_uttr:2,0,You are lucky to have that in your community.,10
hit:9259_conv:18518_uttr:2,0,"Thats the worst part, I just finished one aswell, ended up doing pretty well.",18
hit:9260_conv:18520_uttr:2,0,Do you have a pet,5
hit:9261_conv:18523_uttr:2,1,Oh yeah me too.,5
hit:9262_conv:18524_uttr:2,0,I understand that feeling sometimes.,6
hit:9262_conv:18525_uttr:2,1,whys that??,5
hit:9263_conv:18526_uttr:2,0,I like that too,4
hit:9263_conv:18527_uttr:2,1,What a wonderful time for your family!,8
hit:9264_conv:18528_uttr:2,1,look at all the great things that are happening and are great,12
hit:9264_conv:18529_uttr:2,1,A power out does not sound that scary,8
hit:9265_conv:18530_uttr:2,0,Why and what's HOA?,6
hit:9266_conv:18532_uttr:2,0,I think we all did lol,6
hit:9267_conv:18534_uttr:2,0,Do you like old western movies,6
hit:9269_conv:18538_uttr:2,1,"Ah, new version of Tom and Jerry.",9
hit:9270_conv:18540_uttr:2,0,"Oh that's so sad, how often do you get to visit them?",15
hit:9270_conv:18541_uttr:2,1,That's great.,4
hit:9271_conv:18543_uttr:2,0,"Fun, did you play with your siblings?",9
hit:9272_conv:18545_uttr:2,1,Starts off the whole day wrong.,7
hit:9273_conv:18547_uttr:2,1,How come?,3
hit:9275_conv:18550_uttr:2,0,"Oh no, that is terrible.",7
hit:9275_conv:18551_uttr:2,0,"Fun, what concert is it?",7
hit:9276_conv:18552_uttr:2,1,Wow!,2
hit:9276_conv:18553_uttr:2,1,Yay!,2
hit:9277_conv:18554_uttr:2,1,Is he a house dog or an outside one?,10
hit:9278_conv:18557_uttr:2,1,You tried your best,4
hit:9279_conv:18558_uttr:2,0,"I have done that way too many times, maybe use the air drter in the bathroom?",18
hit:9279_conv:18559_uttr:2,0,Do you just walk alone usually?,7
hit:9280_conv:18561_uttr:2,1,or get smacked around alot?,6
hit:9281_conv:18562_uttr:2,1,What breed is the dog?,6
hit:9282_conv:18564_uttr:2,1,Really?,2
hit:9282_conv:18565_uttr:2,1,I used to live in a place with a lot of earthquakes and hurricanes,14
hit:9283_conv:18566_uttr:2,0,That is a good way to think.,8
hit:9283_conv:18567_uttr:2,1,did you enjoy yourself?,5
hit:9284_conv:18568_uttr:2,1,You will get another chance I am sure,8
hit:9284_conv:18569_uttr:2,1,quality is better than quantity!,6
hit:9285_conv:18570_uttr:2,0,"Oh no my dear, what happened to your leg?",11
hit:9286_conv:18572_uttr:2,1,Socializing through such ways is a great way to enjoy your time.,13
hit:9286_conv:18573_uttr:2,1,It sounds like you are a loyal customer!,9
hit:9287_conv:18574_uttr:2,0,That sounds scary!,4
hit:9287_conv:18575_uttr:2,0,"oh my god, just your luck huh, thats crazy.",13
hit:9288_conv:18576_uttr:2,1,DID YOU EVER GET IT BACK?!,8
hit:9289_conv:18578_uttr:2,0,Wow I bet you were surprised!,7
hit:9290_conv:18580_uttr:2,0,Did you cover it up or tell them about it?,11
hit:9290_conv:18581_uttr:2,1,Whoa!,2
hit:9291_conv:18582_uttr:2,0,Wow you were able to do that?,8
hit:9292_conv:18585_uttr:2,1,was it delicious?,4
hit:9294_conv:18588_uttr:2,0,"I could imagine, we have a whole mountain of it around my apartment building just randomly lying around.",20
hit:9294_conv:18589_uttr:2,1,oh my god!,4
hit:9295_conv:18590_uttr:2,1,OMG I'd be so upset.,7
hit:9296_conv:18593_uttr:2,0,"oh no, were you able to calm him down?",11
hit:9297_conv:18594_uttr:2,1,was it a clean break?,6
hit:9297_conv:18595_uttr:2,0,I'm very sorry for your loss.,8
hit:9300_conv:18600_uttr:2,0,"That sounds great, were you nervous about the interview?",11
hit:9302_conv:18604_uttr:2,1,"im sorry about that, did you get him back?",12
hit:9303_conv:18606_uttr:2,1,Eek!,2
hit:9305_conv:18611_uttr:2,1,"Aww, I can remember the first time my son said daddy.",13
hit:9306_conv:18612_uttr:2,1,You must be so happy,5
hit:9308_conv:18616_uttr:2,1,I'm sorry sorry to hear that.,8
hit:9308_conv:18617_uttr:2,0,"I'm sure you did amazing, did you study hard for it?",14
hit:9309_conv:18618_uttr:2,1,That would be great!,5
hit:9310_conv:18620_uttr:2,0,sounds super fun,3
hit:9310_conv:18621_uttr:2,0,"That sucks, I hate when that happens!",9
hit:9311_conv:18622_uttr:2,1,Have you met in person?,6
hit:9311_conv:18623_uttr:2,1,Really!,2
hit:9312_conv:18624_uttr:2,0,It can be a fun thing as long as one doesn't go overboard.,15
hit:9312_conv:18625_uttr:2,0,That sounds really relaxing and nice.,7
hit:9314_conv:18628_uttr:2,0,thats insane stuff,4
hit:9314_conv:18629_uttr:2,1,Wheer are you gonna go?,7
hit:9315_conv:18630_uttr:2,0,You can't believe they did it without asking or that the car needed the repairs?,17
hit:9316_conv:18633_uttr:2,1,Hope your cat is feeling okay.,7
hit:9318_conv:18636_uttr:2,0,Wow did anyone let you at least know?,9
hit:9319_conv:18639_uttr:2,1,loss of a pet is tough,6
hit:9322_conv:18644_uttr:2,1,I definitely understand that feeling.,6
hit:9322_conv:18645_uttr:2,0,What do you mean by that?,7
hit:9323_conv:18647_uttr:2,1,Congratulations!,2
hit:9324_conv:18648_uttr:2,1,Life can have some sudden turns.,7
hit:9325_conv:18651_uttr:2,0,What kind of games?,5
hit:9326_conv:18653_uttr:2,0,"Oh no, that must have been embarrassing!",9
hit:9327_conv:18654_uttr:2,0,"Wow, that must've been really scary!",9
hit:9327_conv:18655_uttr:2,1,What do you mean exactly?,6
hit:9328_conv:18656_uttr:2,1,wow.,2
hit:9329_conv:18658_uttr:2,0,I love watching heavy storms with thunder and lightening!,10
hit:9330_conv:18660_uttr:2,1,It's such a good feeling working with people you actually like..,13
hit:9330_conv:18661_uttr:2,1,What are some things you're enjoying about life right now?,12
hit:9331_conv:18662_uttr:2,1,Kids are sweet.,4
hit:9332_conv:18664_uttr:2,1,nevermind being embarassed i would have been mad and hungry!,11
hit:9332_conv:18665_uttr:2,0,That's a good sign you did great then@,9
hit:9333_conv:18666_uttr:2,1,I would have asked for the manager!,8
hit:9335_conv:18670_uttr:2,1,Do you think the cat ate something bad?,9
hit:9335_conv:18671_uttr:2,0,i bet it did i would be too,8
hit:9337_conv:18674_uttr:2,1,Must feel quite lonely for you.,7
hit:9337_conv:18675_uttr:2,0,"Oh no, did you tell them?",8
hit:9338_conv:18676_uttr:2,1,Did things work out finally?,6
hit:9338_conv:18677_uttr:2,0,"I know what you mean, scary movies really terrify me!",12
hit:9339_conv:18678_uttr:2,0,"Same here, who accused you?",7
hit:9339_conv:18679_uttr:2,1,What makes you nervous>,5
hit:9341_conv:18683_uttr:2,1,You sound very confident!,5
hit:9342_conv:18684_uttr:2,1,I have not seen those but that sounds cute.,10
hit:9342_conv:18685_uttr:2,1,I hate those kind of storms for good reasons.,10
hit:9343_conv:18686_uttr:2,0,"thats so cool, nice job of him'",10
hit:9343_conv:18687_uttr:2,0,Oh that's great news!,6
hit:9344_conv:18688_uttr:2,1,Really?,2
hit:9344_conv:18689_uttr:2,1,I do not like Tinder.,6
hit:9346_conv:18692_uttr:2,0,"I love Disney World, who are you going with?",11
hit:9346_conv:18693_uttr:2,1,It happens,2
hit:9347_conv:18695_uttr:2,0,"That's great, how did it go?",9
hit:9348_conv:18696_uttr:2,1,that would be cool.,5
hit:9348_conv:18697_uttr:2,0,Did you figure out a way to pay it thou?,11
hit:9349_conv:18698_uttr:2,0,"Aw that's the worst, especially when the clothes are new!",13
hit:9350_conv:18700_uttr:2,0,Are you happy for him?,6
hit:9351_conv:18702_uttr:2,1,are you worried about the current state of affairs?,10
hit:9353_conv:18707_uttr:2,0,"That was nice of them, did you pay them?",11
hit:9354_conv:18708_uttr:2,0,What did you get him?,6
hit:9356_conv:18712_uttr:2,0,thats understabled i get it,6
hit:9356_conv:18713_uttr:2,1,what happend if you dont mind me asking,9
hit:9357_conv:18714_uttr:2,1,Did she move away from your city?,8
hit:9357_conv:18715_uttr:2,0,You must of been so proud of him.,9
hit:9358_conv:18716_uttr:2,0,Did you get the B?,6
hit:9359_conv:18718_uttr:2,0,How did he do that?,6
hit:9359_conv:18719_uttr:2,1,What do you like about them?,7
hit:9361_conv:18723_uttr:2,0,thats smart of you,5
hit:9362_conv:18724_uttr:2,0,"That sounds great, it's always nice to have a new place to play like that!",18
hit:9362_conv:18725_uttr:2,0,How long dd you do that for?,8
hit:9363_conv:18727_uttr:2,1,That's always a good idea.,7
hit:9365_conv:18730_uttr:2,1,Her and Trump both make me feel that way.,10
hit:9365_conv:18731_uttr:2,0,Does she come over every day?,7
hit:9367_conv:18734_uttr:2,1,How much did you win?,6
hit:9367_conv:18735_uttr:2,0,Are you going to see her again?,8
hit:9368_conv:18736_uttr:2,0,wow i would be so sad if i saw that,10
hit:9368_conv:18737_uttr:2,0,"Oh god, what happened?",6
hit:9369_conv:18738_uttr:2,1,Congratulations.,2
hit:9370_conv:18741_uttr:2,0,When is her birthday?,5
hit:9371_conv:18742_uttr:2,0,Where did he meet her?,6
hit:9371_conv:18743_uttr:2,1,So are you a teacher or substitute or what?,10
hit:9372_conv:18745_uttr:2,0,"Same, especially being as attractive as he is.",10
hit:9373_conv:18747_uttr:2,0,I think kids should all be home schooled.,9
hit:9374_conv:18748_uttr:2,1,I love tacos!,4
hit:9375_conv:18750_uttr:2,0,"Sorry to hear that, will you get another dog?",11
hit:9375_conv:18751_uttr:2,1,That's non fun.,5
hit:9376_conv:18752_uttr:2,1,thats no fun!,5
hit:9376_conv:18753_uttr:2,0,"I love cruises, where is your cruise headed?",10
