id,summarized,text,root,length
9cbp6i,0,Love Lost,lose,2
9cbo0j,1,I just got back from the gym.,get,8
9cbkjq,0,What do you keep on your bedside table?,keep,9
9cbca2,0,Never being allowed to drive,allow,5
9cb3uw,0,How do you feel about school?,feel,7
9cawqh,1,What makes you like rain?,make,6
9cav1s,1,I know I sound ridiculous.,know,6
9cas73,0,Share something about yourself no one knows,know,7
9captq,0,I need some help for a friend,need,7
9cad04,0,I’m moving schools yay I think.,think,8
9ca8db,1,"Bunch more suggestions, the better!",bunch,7
9ca85g,0,Do you feel remorse when killing a bug?,feel,9
9c9q9g,0,Almost twisted my ankle and lost my dog,twist,8
9c9fq6,0,I feel great giving small instagram artists hundreds of likes,feel,10
9c9dqj,0,Welcome me to online dating in my thirties!,welcome,9
9c9c6p,1,Highly recommended.,recommend,3
9c96lb,0,My boss quit and I’m so happy,quit,8
9c965r,0,I adore the night,adore,4
9c8gzc,0,Im mildly drunk and pretty sad,be,7
9c8fjv,0,Does anyone else get annoyed by unsolicited advice?,annoy,9
9c8aln,1,Rest of family now calls me Banana as well.,call,10
9c89px,0,Anyone play fantasy football?,play,5
9c85gx,0,should I tell a white lie on a date,tell,9
9c81if,0,How do you personally “survive” a cold?,survive,10
9c7s8f,0,As I get older I appreciate talented actors more.,appreciate,10
9c7mnf,0,I bought Avengers IW,buy,4
9c7bu3,1,No lottery wins or anything.,win,6
9c78wq,1,My sister screams.,scream,4
9c743z,0,Finally decided to tell my friend I love her!,decide,10
9c73my,1,I would love to know.,love,6
9c6vzk,0,Almost got into a fight today,get,6
9c5y5u,0,I’m starting to become more pessimistic,start,7
9c5xml,1,"You know I dont follow the NBA""",follow,9
9c5qge,0,Daughter used my own words against me.,use,8
9c5ocs,1,New cat moved in/appeared and...,move,8
9c5e91,0,I really appreciate old horror movies.,appreciate,7
9c5578,0,I absolutely love “corny jokes”.,love,8
9c4o8x,1,Mexican Luchador wrestling?,wrestle,4
9c4j3d,0,I'd like to pursue O levels,like,7
9c4e2t,0,Feels great for football to finally be back,feel,8
9c4bes,0,I’m just felling pretty good right now.,fell,9
9c40gr,0,Anyone else bored out of their mind rn?,bore,9
9c3y2g,0,Anybody else here unreasonably dislike something?,dislike,7
9c3x6p,0,I am going to look for a new career.,go,10
9c3l6u,0,"Talk to me, and then go away",talk,8
9c31ef,0,Read at,read,2
9c30qi,0,Checking out girls,check,3
9c2wvc,0,Favorite tv series watched.,watch,5
9c2ni6,0,I quit drinking alcohol,quit,4
9c2jpz,0,My heart is broken again after watching The Green Mile,break,10
9c28w1,0,How did you celebrate your 18th / 21st birthday?,celebrate,10
9c24ii,0,How do you make your life less boring?,make,9
9c1pbe,1,Migraines suck.,suck,3
9c1fgl,0,My dad just got out of surgery.,get,8
9c1e81,1,Just first try reached out and sniped it.,reach,9
9c18oz,0,I found a note in my wallet today,find,8
9c0to1,0,My best friend is going to be moving in,go,9
9c0s9w,0,Hoping new acne stuff works,hope,5
9c0lnc,1,Tonight I found a poster for a missing kitten.,find,10
9c0eeq,0,Lets talk about life,talk,4
9c0cln,0,I got accepted at a great university!,accept,8
9c0bqh,0,I get very irritated when someone says my name wrong,get,10
9bzxt9,0,I have worked for almost 4 weeks now.,work,9
9bzrim,0,Do you feel bad about having pets?,feel,8
9bzqbu,0,Someone please talk to me,talk,5
9bzdnh,1,"Youtube, Netflix you name it.",name,7
9bz7do,0,I think I accidentally borrowed a veterans trained service dog,think,10
9bz1x4,0,How many subscription services do you subscribe to?,subscribe,9
9bykdi,0,Haven’t spoken to a girl in 3+ years,speak,10
9byb9p,0,Almost died from embarrassment,die,4
9by05y,1,You ever just stop giving a fuck?,stop,8
9bxxd0,1,What new artist have you been listening to lately?,listen,10
9bxvbs,0,How did you celebrate your 18th / 21st birthday?,celebrate,10
9bx4ml,0,Has anyone else experienced a fear of driving?,experience,9
9bwxqd,0,Finally realized what i really need.,realize,7
9bwgpz,1,Lets play a game of two truths one lie.,play,10
9bweyg,0,I don’t know how I gave birth,know,8
9bwaa3,0,RickRolled by Youtube Music,rickrolle,4
9bw9kj,0,Just started watching Naruto from episode 1,start,7
9bvyng,0,Celebrated my first anniversary with my LDR boyfriend.,celebrate,9
9bvtwk,0,I got ran over by a pickup today,run,8
9bvd5c,0,Taking on new adventures,take,4
9bv2fe,1,What went wrong?,go,4
9bv1la,0,I’m very excited about my dinner tonight,be,8
9bv0of,1,I've never made much money.,make,7
9buu69,0,I miss exchanging snaps with my friend,miss,7
9buh4p,0,"When are you no longer considered ""young""?",consider,10
9bu1ou,0,I really need some advice,need,5
9btz14,0,How do you study?,study,5
9btr2a,0,Got accepted to study on the course I wanted,accept,9
9btqp0,1,Tell me what you think.,tell,6
9btcph,0,Just got told im a natural at fries,tell,9
9bsier,1,anybody agrees?,agree,3
9bsf5a,0,I just lost hope in humanity right now,lose,8
9br6sg,0,Can I brag about my girlfriend real quick,brag,8
9bqzl3,0,I got Hell's itch today.,get,7
9bqw6s,0,Whats this say about me?,say,7
9bqkrr,0,I got a promotion at work,get,6
9bqe5u,0,Men are fucking animals,fuck,4
9bqdki,0,turned 19 today,turn,3
9bq6f5,0,Why did she not respond?,respond,6
9bq0a9,0,Finally got my wisdom teeth out!,got,7
9bpovk,0,Dreams can really throw you off!,throw,7
9bpokc,1,Turns out that diagnosis was wrong.,turn,7
9bpmal,0,I’m finally making friends!,make,6
9bpfvv,1,I broke a tooth today.,break,6
9bpf9v,0,Living alone with my intense fear of spiders,live,8
9bp6sh,0,Lighter exploded in my face today.,explode,7
9bp1vt,0,I Ran into a Missed Connection again,run,7
9bowvi,0,So what’s stressing you out right now?,stress,9
9botig,0,Moving to a new place,move,5
9bomr2,0,I may graduate early!,graduate,5
9bojm5,0,What about your every day life makes you happy?,make,10
9bo8zh,0,I missed the last two days of school...,miss,9
9bo61d,0,"Dont call me daddy, call me hokage",call,9
9bo2e1,1,Anyone else having a birthday today?,have,7
9bnwg8,0,I tried standup for the first time.,try,8
9bnd5q,0,Gender norms make me so frustrated,make,6
9bnd11,0,I can’t make any good friends here,make,8
9bnbra,0,My blood tests came back negative!!,come,8
9bn128,0,I hate people who constantly talk about being gay.,hate,10
9bmgvk,0,Finally restarting my life :),restart,5
9bmeh8,0,Can anyone help me name my kitten?,help,8
9bm5bo,0,Fall too easy,fall,3
9bm1va,0,Let's talk about karma points.,let,7
9bm125,0,It’s my cake day,’,5
9blsx9,1,Internet speeds UP TO 50mbps.,speed,6
9bl8ks,1,I've developed a new habit.,develop,7
9bl1ut,1,I am drowning in student loan debt.,drown,8
9bkxuj,0,Tell me what's on your mind.,tell,8
9bf54g,0,How would you describe destiny?,describe,6
9bf2p1,0,"Having trouble with motivation, any tips?",have,8
9bei2z,0,Schools starts,start,2
9bed9k,0,Man I miss MJ,miss,4
9be6be,0,"Listening to Pulp, trying to relieve pain with codeine",listen,10
9bdudu,0,Starting my Master Degree on Monday at 26,start,8
9bdn59,1,I hate my birthday.,hate,5
9bdgt7,0,I need some help,need,4
9bdbz6,0,Got a job where I work from home,got,8
9bd7wz,1,I’m currently getting tattooed.,get,6
9bd3xw,1,Is the internet getting nastier?,get,6
9bcwwv,0,I just talked to my little sister and brother.,talk,10
9bc9yr,0,Trying a new hobby,try,4
9bc5bh,0,How am I supposed to feel right now?,suppose,9
9bbtqu,0,I love sauna,love,3
9bbfwi,0,I got a job interview!,get,6
9bb58z,1,Gonna rant.,go,4
9bb0g2,0,Ask an expert,ask,3
9bao6w,1,Share your problems and we both will discuss!,share,9
9bacei,1,I felt a little more empathy today!,feel,8
9ba9qv,1,I don't even want to eat anymore.,want,9
9b9vh4,1,Your answers could cause an epiphany or revelation!,cause,9
9b8fvo,0,Tell me your story,tell,4
9b8ch8,0,Wanted to talk about Destiny 2: Forsaken,want,8
9b7xgf,1,Hows everybody doing today?,do,6
9b7si4,1,I received a compliment recently.,receive,6
9b7i9l,1,I hate college.,hate,4
9b7h7x,1,All decades welcome.,welcome,4
9b76kz,0,My brother is visiting this weekend,visit,6
9b6uge,0,Anybody else just want to.. Connect with someone?,want,10
9b64eq,1,I love cars.,love,4
9b5v0c,0,Have you ever wanted to talk to someone,want,8
9b58f3,0,what do you consider an expensive drink?,consider,8
9b56wi,1,Hard drive got wiped.,wipe,5
9b5280,0,I really want to talk to someone 1 on 1,want,10
9b5233,1,I know mine could be going better.,know,8
9b4lwp,0,My boyfriend is going through a depressive episode.,go,9
9b4lpy,0,I love wearing more clothing on me than less.,love,10
9b3xqj,0,Just Saw Incredibles 2,see,4
9b3sf5,0,"Just started college, and feeling kind of down",start,9
9b3sdi,0,I feel like people are staring at me,feel,8
9b37rh,1,I'm starting the gym tomorrow!,start,7
9b33cf,0,I wish today wasn't my birthday,wish,7
9b2qh4,0,Do you hate your parents?,hate,6
9b1vfc,0,I need help with a bullying situation.,need,8
9b1ngd,1,I’m eating lunch alone at my new university.,eat,10
9b15ll,0,When is lashing out logical?,lash,6
9b12ga,1,I really love to cook!,love,6
9b0z9y,0,Anyone else become progressively emotional as the evening progresses?,become,10
9b0p60,0,How can I stop this?,stop,6
9b0op8,0,My graduate lab partner asked if I was happy.,ask,10
9b00ju,0,Received a compliment on my weight loss.,receive,8
9azt7l,0,What do you like about yourself?,like,7
9azsgl,1,Anyone else listening to something new and weird?,listen,9
9azi57,0,How do you go about getting an SO?,go,9
9ayyzv,0,Is anyone else seeing these mortgage relief ads?,see,9
9ayh14,1,5. listen to any good music lately?,listen,9
9axxvl,0,Giving your child odd and unique names,give,7
9axl23,0,What do you collect ?,collect,5
9axih1,0,I went outside today.,go,5
9awukv,1,The university course I was talking about yesterday?,talk,9
9awb79,1,Got any bad typo stories?,got,6
9aw6id,0,I see the appeal of drinking alone lol,see,8
9aw52j,0,I need something happy.,need,5
9avu65,0,Is it messed up to intentionally ignore your crush?,mess,10
9aurwi,1,"Luckily, my wonderful fiancé convinced me to go.",convince,10
9auoho,0,How have you guys dealt with depression?,deal,8
9auini,1,Have you ever got scammed?,scamme,6
9atmfg,1,Hows your day?,s,5
9atjxz,0,One sided falling-out?,side,6
9at2ai,0,Keep dreaming of her all the time,keep,7
9asstz,0,I hate this stupid hypocrite clickbait youtubers,hate,7
9asnml,0,Feeling cursed,feel,2
9aseqd,0,Sitting In JFK Waiting for My 10 o’clock Flight,sit,9
9asbfl,0,I just found out my friend was gay,find,8
9asa23,0,My mother declared a prank war.,declare,7
9arwft,0,How cool does your body feel after the gym?,feel,10
9arrdv,1,Having late night blues.,have,5
9arh3j,1,I bought fake Bitcoin in college.,buy,7
9ar1yo,0,AskScience never ever ever ever lets my posts through,let,9
9aqkuh,0,Do people still enjoy phone calls?,enjoy,7
9aq62a,1,It keeps the bathroom looking sterile though!,keep,8
9aq3w0,0,Just never felt like I belonged in America.,feel,9
9appyj,0,Train went past my station without stopping,go,7
9apaw0,0,Accepting and embracing who you are,accept,6
9ap2gd,1,Maybe I would have gone to college.,go,8
9ap0ll,1,Whatever you like.,like,4
9aoak1,0,Reminisce about the days before the Internet,reminisce,7
9anxtk,0,What do you guys think about stretch marks?,think,9
9angrb,1,Reverse racism exists.,exist,4
9an1oz,0,Completely disoriented,disorient,2
9ams65,0,Putting yourself in scary situations on purpose,put,7
9ambnv,0,Starting gaining control over my life again.,start,8
9am90n,0,I need help making a decision about a dog,need,9
9alzw5,1,Did I lose my old friends?,lose,7
9alpmx,1,I thought the audition went really well .,think,8
9alp5k,1,Whatever strikes your fancy.,strike,5
9alo6z,0,Finish the sentences.,finish,4
9aln2u,1,"Anyway, I am hoping Senior year goes well.",hope,10
9alg8n,0,Feeling a Little Anxious About College,feel,6
9alesb,0,Worst night ever last night... still lost for words,lose,10
9albz2,0,We adopted a dog today !!,adopt,7
9al7p7,0,I want to leave a legacy,want,6
9al61d,1,I think I’m feeling a bit lonely,think,8
9al514,0,Talk to me or AMA!,talk,6
9akz8j,1,"Deleted my Tinder, Bumble and POF.",delete,8
9aky84,0,Ex Girlfriend is coming back to town,come,7
9aksek,0,Waking up knowing everything's gonna be alright,wake,9
9aksbd,1,Any help is appreciated!,appreciate,5
9akri7,0,Is this messed up?,mess,5
9akjuq,0,"Just made a risky, yet satisfying purchase.",make,9
9ak6c8,0,I feel silly when I have a bad dream,feel,9
9ajxkf,0,My cat went looking for me to the neighbours?,go,10
9aja9n,0,Does anyone else just love memes so much??,meme,10
9aiz5o,0,I have finally seen infinity war,see,6
9airjr,0,I just got laid off,lay,5
9ai92p,1,I have been feeling sad quite often recently.,feel,9
9ai49v,0,What will people say about us when we die?,say,10
9aht91,0,I ended up shitting myself ...,end,6
9ahnix,0,Teaching myself Japanese to help with depression,teach,7
9ahi26,0,How do I end a friendship gracefully?,end,8
9ahgue,0,Getting wisdom teeth pulled,get,4
9ahggh,0,What video games have you been playing this week?,play,10
9ahfsq,0,A strange thing happened to me.,happen,7
9ah6c0,0,What do you all think would happen?,think,8
9ah2pe,0,Seeing my ex happy makes me happy.,see,8
9agq0k,0,I just cracked an old Master Lock!,crack,8
9agk1q,0,Karma Exists,exist,2
9aggg6,0,What artists/musicians get the most underserved hate?,get,10
9agemn,0,Things are finally happening...,happen,5
9age1a,1,Post your work out routine!,post,6
9aga4j,1,Feeling isolated.,feel,3
9ag3lw,1,Anything exciting or interesting going on?,go,7
9ag1g2,0,I broke into an apartment in 30 seconds last night,break,10
9afnw1,0,"Lost Touch with ""My Culture""",lose,7
9afikv,1,We still talk about that day!,talk,7
9affbx,0,Videogames teach a lot more than violence and anger,teach,9
9af1qa,0,I hope you're having a better morning.,hope,9
9aeugr,0,I miss him so much.,miss,6
9aeclj,0,I dont know if I want to express myself,know,10
9aec8u,1,I avoid photos like mice avoiding cats.,avoid,8
9aebs5,0,I found out Paddington was right about marmalade.,find,9
9aebdd,0,Don’t know what to do with my life,know,9
9adsst,1,I got a girl's phone number...,get,8
9adm21,1,Anyone else frustrated with the housing market?,frustrate,8
9adkhr,0,I found my signature scent.,find,6
9adc28,0,Share your thoughts yet again,share,5
9adapc,0,What do white girls think about brown guys?,think,9
9actu6,0,I’ve lost interest in drinking alcohol,lose,7
9actsr,0,I dont want to be single anymore.,want,9
9acoei,1,Welp.,welp,2
9acgfz,0,Expending a lot of resources,expend,5
9abxbp,0,Which book influenced you the most and why?,influence,9
9abw5m,0,Somebody end me.,end,4
9ab6w8,0,My friends are making my vacation miserable,make,7
9ab69h,0,I start college on Monday!,start,6
9aas1n,0,My dad just got hurt,hurt,5
9aajvi,0,I love my friends so much that it hurts,love,9
9aag75,1,Has anyone worked at a haunted house before?,work,9
9aaf27,1,Feel free to text what you want 😁,feel,8
9aa2kx,1,Stop being the nice guy people could rely.,stop,9
9a9h3u,1,Would the guillotine just go right through you?,go,9
9a8rgw,0,Waking Up Next to Your Loved One,wake,7
9a8r95,0,How to pull yourself from depression?,pull,7
9a8pzu,0,What games do you play alone?,play,7
9a8irn,0,It’s my 14th birthday today.,’,7
9a7sc8,0,Not choosing corporate is actually starting to work out!,start,10
9a7o1y,1,The inevitable wait is bothering me.,bother,7
9a7lwl,1,We know you hate the haters.,know,7
9a7h33,0,Do you ever just butcher your vocab?,butcher,8
9a6ubq,0,How much it cost to study english in USA,cost,9
9a6eaz,0,What places do you guys go to by yourself?,go,10
9a59mc,0,It’s amazing how working out can help release stress,’,10
9a54km,1,Gotta celebrate!,got,4
9a4xzg,0,Smoked a cigarette for the first time,smoke,7
9a4wh0,0,What do you keep from your friends?,keep,8
9a4tmu,1,"I never, ever feel bad about blocking ads.",feel,10
9a4jbe,0,It’s my birthday,’,4
9a4f4h,0,Halloween is gonna be trash because of fortnite,go,9
9a4ev7,1,What cha having for dinner?,have,6
9a3z06,0,Just got a flat tire,get,5
9a3swf,0,What’s made you happy recently?,make,7
9a3mv0,0,I'm going to Hawaii.,go,6
9a3lxy,0,What made my neighbor so angry?,make,7
9a3gzw,0,My fiancé dumped me today,dump,5
9a3bv9,0,I dislocated my knee and I feel so weak.,dislocate,10
9a38tb,0,Anyone else pace a lot?,pace,6
9a35os,0,Share Your Thoughts,share,3
9a2rb8,0,Can a guy pull off wearing womens jeans?,pull,9
9a1z3k,1,Got some unflattering wedding photos back.,got,7
9a1u83,0,Anyone an expert on old disney shows,show,7
9a1lrx,0,Broke up with my girlfriend and feel awful,broke,8
9a1k2j,0,What makes you unique?,make,5
9a0o5w,0,"Just need a listening ear, maybe a comment.",need,10
9a0jyq,0,I love ukuleles,love,3
9a0cpo,0,I really want to run away.,want,7
99zzgy,1,Look forward to having a nice chat,look,7
99zrjv,0,Does anyone know much about how amazon pricing works?,know,10
